,value,timeOffset,referenceTime
496,5.2,PT0H,2024-05-11T00:00:00.000Z
497,3.5,PT0H,2024-05-12T00:00:00.000Z
498,4.9,PT0H,2024-05-13T00:00:00.000Z
499,4.9,PT0H,2024-05-14T00:00:00.000Z
500,2.5,PT0H,2024-05-15T00:00:00.000Z
501,2.2,PT0H,2024-05-16T00:00:00.000Z
502,2.9,PT0H,2024-05-17T00:00:00.000Z
503,3.2,PT0H,2024-05-18T00:00:00.000Z
504,2.7,PT0H,2024-05-19T00:00:00.000Z
505,2.8,PT0H,2024-05-20T00:00:00.000Z
506,2.2,PT0H,2024-05-21T00:00:00.000Z
507,1.9,PT0H,2024-05-22T00:00:00.000Z
508,3.4,PT0H,2024-05-23T00:00:00.000Z
509,4.0,PT0H,2024-05-24T00:00:00.000Z
510,2.2,PT0H,2024-05-25T00:00:00.000Z
511,3.0,PT0H,2024-05-26T00:00:00.000Z
512,1.7,PT0H,2024-05-27T00:00:00.000Z
513,1.3,PT0H,2024-05-28T00:00:00.000Z
514,1.8,PT0H,2024-05-29T00:00:00.000Z
515,1.9,PT0H,2024-05-30T00:00:00.000Z
516,2.8,PT0H,2024-05-31T00:00:00.000Z
517,1.0,PT0H,2024-06-01T00:00:00.000Z
518,2.3,PT0H,2024-06-02T00:00:00.000Z
519,1.9,PT0H,2024-06-03T00:00:00.000Z
520,2.9,PT0H,2024-06-04T00:00:00.000Z
521,2.5,PT0H,2024-06-05T00:00:00.000Z
522,2.2,PT0H,2024-06-06T00:00:00.000Z
523,2.4,PT0H,2024-06-07T00:00:00.000Z
524,2.3,PT0H,2024-06-08T00:00:00.000Z
525,2.5,PT0H,2024-06-09T00:00:00.000Z
526,2.8,PT0H,2024-06-10T00:00:00.000Z
527,2.0,PT0H,2024-06-11T00:00:00.000Z
528,1.8,PT0H,2024-06-12T00:00:00.000Z
529,2.7,PT0H,2024-06-13T00:00:00.000Z
530,3.8,PT0H,2024-06-14T00:00:00.000Z
531,2.3,PT0H,2024-06-15T00:00:00.000Z
532,2.1,PT0H,2024-06-16T00:00:00.000Z
533,2.7,PT0H,2024-06-17T00:00:00.000Z
534,1.1,PT0H,2024-06-18T00:00:00.000Z
535,3.2,PT0H,2024-06-19T00:00:00.000Z
536,2.9,PT0H,2024-06-20T00:00:00.000Z
537,3.3,PT0H,2024-06-21T00:00:00.000Z
538,1.7,PT0H,2024-06-22T00:00:00.000Z
539,2.1,PT0H,2024-06-23T00:00:00.000Z
540,4.2,PT0H,2024-06-24T00:00:00.000Z
541,3.8,PT0H,2024-06-25T00:00:00.000Z
542,4.2,PT0H,2024-06-26T00:00:00.000Z
543,3.0,PT0H,2024-06-27T00:00:00.000Z
544,1.7,PT0H,2024-06-28T00:00:00.000Z
545,2.1,PT0H,2024-06-29T00:00:00.000Z
546,4.0,PT0H,2024-06-30T00:00:00.000Z
547,3.3,PT0H,2024-07-01T00:00:00.000Z
548,2.7,PT0H,2024-07-02T00:00:00.000Z
549,1.4,PT0H,2024-07-03T00:00:00.000Z
550,2.0,PT0H,2024-07-04T00:00:00.000Z
551,1.6,PT0H,2024-07-05T00:00:00.000Z
552,3.1,PT0H,2024-07-06T00:00:00.000Z
553,3.3,PT0H,2024-07-07T00:00:00.000Z
554,3.1,PT0H,2024-07-08T00:00:00.000Z
555,2.4,PT0H,2024-07-09T00:00:00.000Z
556,2.7,PT0H,2024-07-10T00:00:00.000Z
557,1.4,PT0H,2024-07-11T00:00:00.000Z
558,2.6,PT0H,2024-07-12T00:00:00.000Z
559,2.1,PT0H,2024-07-13T00:00:00.000Z
560,1.9,PT0H,2024-07-14T00:00:00.000Z
561,1.9,PT0H,2024-07-15T00:00:00.000Z
562,1.7,PT0H,2024-07-16T00:00:00.000Z
563,1.6,PT0H,2024-07-17T00:00:00.000Z
564,1.3,PT0H,2024-07-18T00:00:00.000Z
565,2.0,PT0H,2024-07-19T00:00:00.000Z
566,1.7,PT0H,2024-07-20T00:00:00.000Z
567,1.5,PT0H,2024-07-21T00:00:00.000Z
568,2.5,PT0H,2024-07-22T00:00:00.000Z
569,1.6,PT0H,2024-07-23T00:00:00.000Z
570,2.0,PT0H,2024-07-24T00:00:00.000Z
571,1.3,PT0H,2024-07-25T00:00:00.000Z
572,2.2,PT0H,2024-07-26T00:00:00.000Z
573,1.9,PT0H,2024-07-27T00:00:00.000Z
574,1.9,PT0H,2024-07-28T00:00:00.000Z
575,2.3,PT0H,2024-07-29T00:00:00.000Z
576,1.7,PT0H,2024-07-30T00:00:00.000Z
577,3.2,PT0H,2024-07-31T00:00:00.000Z
578,1.6,PT0H,2024-08-01T00:00:00.000Z
579,1.8,PT0H,2024-08-02T00:00:00.000Z
580,1.0,PT0H,2024-08-03T00:00:00.000Z
581,1.9,PT0H,2024-08-04T00:00:00.000Z
582,1.5,PT0H,2024-08-05T00:00:00.000Z
583,1.8,PT0H,2024-08-06T00:00:00.000Z
584,2.7,PT0H,2024-08-07T00:00:00.000Z
585,4.2,PT0H,2024-08-08T00:00:00.000Z
586,2.9,PT0H,2024-08-09T00:00:00.000Z
587,2.9,PT0H,2024-08-10T00:00:00.000Z
588,1.6,PT0H,2024-08-11T00:00:00.000Z
589,1.6,PT0H,2024-08-12T00:00:00.000Z
590,1.3,PT0H,2024-08-13T00:00:00.000Z
591,2.8,PT0H,2024-08-14T00:00:00.000Z
592,1.2,PT0H,2024-08-15T00:00:00.000Z
593,3.1,PT0H,2024-08-16T00:00:00.000Z
594,3.8,PT0H,2024-08-17T00:00:00.000Z
595,2.4,PT0H,2024-08-18T00:00:00.000Z
596,2.6,PT0H,2024-08-19T00:00:00.000Z
597,3.7,PT0H,2024-08-20T00:00:00.000Z
598,2.7,PT0H,2024-08-21T00:00:00.000Z
599,1.5,PT0H,2024-08-22T00:00:00.000Z
600,2.4,PT0H,2024-08-23T00:00:00.000Z
601,3.9,PT0H,2024-08-24T00:00:00.000Z
602,4.8,PT0H,2024-08-25T00:00:00.000Z
603,5.6,PT0H,2024-08-26T00:00:00.000Z
604,6.5,PT0H,2024-08-27T00:00:00.000Z
605,3.8,PT0H,2024-08-28T00:00:00.000Z
606,2.8,PT0H,2024-08-29T00:00:00.000Z
607,2.2,PT0H,2024-08-30T00:00:00.000Z
608,3.1,PT0H,2024-08-31T00:00:00.000Z
609,3.0,PT0H,2024-09-01T00:00:00.000Z
610,2.6,PT0H,2024-09-02T00:00:00.000Z
611,4.0,PT0H,2024-09-03T00:00:00.000Z
612,4.5,PT0H,2024-09-04T00:00:00.000Z
613,4.7,PT0H,2024-09-05T00:00:00.000Z
614,6.0,PT0H,2024-09-06T00:00:00.000Z
615,3.0,PT0H,2024-09-07T00:00:00.000Z
616,3.3,PT0H,2024-09-08T00:00:00.000Z
617,3.2,PT0H,2024-09-09T00:00:00.000Z
618,5.8,PT0H,2024-09-10T00:00:00.000Z
619,4.5,PT0H,2024-09-11T00:00:00.000Z
620,6.1,PT0H,2024-09-12T00:00:00.000Z
621,4.4,PT0H,2024-09-13T00:00:00.000Z
622,5.0,PT0H,2024-09-14T00:00:00.000Z
623,1.4,PT0H,2024-09-15T00:00:00.000Z
624,2.4,PT0H,2024-09-16T00:00:00.000Z
625,4.9,PT0H,2024-09-17T00:00:00.000Z
626,5.9,PT0H,2024-09-18T00:00:00.000Z
627,6.3,PT0H,2024-09-19T00:00:00.000Z
628,4.1,PT0H,2024-09-20T00:00:00.000Z
629,1.8,PT0H,2024-09-21T00:00:00.000Z
630,2.3,PT0H,2024-09-22T00:00:00.000Z
631,1.7,PT0H,2024-09-23T00:00:00.000Z
632,3.7,PT0H,2024-09-24T00:00:00.000Z
633,3.7,PT0H,2024-09-25T00:00:00.000Z
634,2.2,PT0H,2024-09-26T00:00:00.000Z
635,2.3,PT0H,2024-09-27T00:00:00.000Z
636,1.7,PT0H,2024-09-28T00:00:00.000Z
637,2.9,PT0H,2024-09-29T00:00:00.000Z
638,5.3,PT0H,2024-09-30T00:00:00.000Z
639,6.6,PT0H,2024-10-01T00:00:00.000Z
640,3.6,PT0H,2024-10-02T00:00:00.000Z
641,3.6,PT0H,2024-10-03T00:00:00.000Z
642,2.0,PT0H,2024-10-04T00:00:00.000Z
643,3.1,PT0H,2024-10-05T00:00:00.000Z
644,1.8,PT0H,2024-10-06T00:00:00.000Z
645,1.5,PT0H,2024-10-07T00:00:00.000Z
646,3.4,PT0H,2024-10-08T00:00:00.000Z
647,3.3,PT0H,2024-10-09T00:00:00.000Z
648,5.4,PT0H,2024-10-10T00:00:00.000Z
649,3.4,PT0H,2024-10-11T00:00:00.000Z
650,8.7,PT0H,2024-10-12T00:00:00.000Z
651,8.0,PT0H,2024-10-13T00:00:00.000Z
652,5.0,PT0H,2024-10-14T00:00:00.000Z
653,4.4,PT0H,2024-10-15T00:00:00.000Z
654,4.8,PT0H,2024-10-16T00:00:00.000Z
655,6.0,PT0H,2024-10-17T00:00:00.000Z
656,5.7,PT0H,2024-10-18T00:00:00.000Z
657,2.2,PT0H,2024-10-19T00:00:00.000Z
658,3.0,PT0H,2024-10-20T00:00:00.000Z
659,3.1,PT0H,2024-10-21T00:00:00.000Z
660,5.5,PT0H,2024-10-22T00:00:00.000Z
661,3.9,PT0H,2024-10-23T00:00:00.000Z
662,4.3,PT0H,2024-10-24T00:00:00.000Z
663,8.5,PT0H,2024-10-25T00:00:00.000Z
664,4.7,PT0H,2024-10-26T00:00:00.000Z
665,5.6,PT0H,2024-10-27T00:00:00.000Z
666,5.9,PT0H,2024-10-28T00:00:00.000Z
667,5.0,PT0H,2024-10-29T00:00:00.000Z
668,3.3,PT0H,2024-10-30T00:00:00.000Z
669,4.0,PT0H,2024-10-31T00:00:00.000Z
670,2.0,PT0H,2024-11-01T00:00:00.000Z
671,2.6,PT0H,2024-11-02T00:00:00.000Z
672,2.4,PT0H,2024-11-03T00:00:00.000Z
673,2.5,PT0H,2024-11-04T00:00:00.000Z
674,4.5,PT0H,2024-11-05T00:00:00.000Z
675,4.1,PT0H,2024-11-06T00:00:00.000Z
676,6.7,PT0H,2024-11-07T00:00:00.000Z
677,7.4,PT0H,2024-11-08T00:00:00.000Z
678,4.4,PT0H,2024-11-09T00:00:00.000Z
679,5.0,PT0H,2024-11-10T00:00:00.000Z
680,2.7,PT0H,2024-11-11T00:00:00.000Z
681,6.9,PT0H,2024-11-12T00:00:00.000Z
682,7.4,PT0H,2024-11-13T00:00:00.000Z
683,7.0,PT0H,2024-11-14T00:00:00.000Z
684,2.8,PT0H,2024-11-15T00:00:00.000Z
685,3.5,PT0H,2024-11-16T00:00:00.000Z
686,5.9,PT0H,2024-11-17T00:00:00.000Z
687,2.3,PT0H,2024-11-18T00:00:00.000Z
688,2.8,PT0H,2024-11-19T00:00:00.000Z
689,1.5,PT0H,2024-11-20T00:00:00.000Z
690,2.8,PT0H,2024-11-21T00:00:00.000Z
691,4.6,PT0H,2024-11-22T00:00:00.000Z
692,3.7,PT0H,2024-11-23T00:00:00.000Z
693,2.4,PT0H,2024-11-24T00:00:00.000Z
694,2.0,PT0H,2024-11-25T00:00:00.000Z
695,3.1,PT0H,2024-11-26T00:00:00.000Z
696,5.6,PT0H,2024-11-27T00:00:00.000Z
697,7.9,PT0H,2024-11-28T00:00:00.000Z
698,7.2,PT0H,2024-11-29T00:00:00.000Z
699,3.2,PT0H,2024-11-30T00:00:00.000Z
700,2.9,PT0H,2024-12-01T00:00:00.000Z
701,2.8,PT0H,2024-12-02T00:00:00.000Z
702,2.7,PT0H,2024-12-03T00:00:00.000Z
703,4.9,PT0H,2024-12-04T00:00:00.000Z
704,5.2,PT0H,2024-12-05T00:00:00.000Z
705,5.2,PT0H,2024-12-06T00:00:00.000Z
706,5.5,PT0H,2024-12-07T00:00:00.000Z
707,4.6,PT0H,2024-12-08T00:00:00.000Z
708,7.6,PT0H,2024-12-09T00:00:00.000Z
709,3.7,PT0H,2024-12-10T00:00:00.000Z
710,4.9,PT0H,2024-12-11T00:00:00.000Z
711,2.3,PT0H,2024-12-12T00:00:00.000Z
712,1.5,PT0H,2024-12-13T00:00:00.000Z
713,4.0,PT0H,2024-12-14T00:00:00.000Z
714,7.5,PT0H,2024-12-15T00:00:00.000Z
715,4.3,PT0H,2024-12-16T00:00:00.000Z
716,3.0,PT0H,2024-12-17T00:00:00.000Z
717,2.2,PT0H,2024-12-18T00:00:00.000Z
718,3.2,PT0H,2024-12-19T00:00:00.000Z
719,2.7,PT0H,2024-12-20T00:00:00.000Z
720,1.8,PT0H,2024-12-21T00:00:00.000Z
721,1.8,PT0H,2024-12-22T00:00:00.000Z
722,1.9,PT0H,2024-12-23T00:00:00.000Z
723,5.5,PT0H,2024-12-24T00:00:00.000Z
724,8.4,PT0H,2024-12-25T00:00:00.000Z
725,6.6,PT0H,2024-12-26T00:00:00.000Z
726,4.3,PT0H,2024-12-27T00:00:00.000Z
727,6.2,PT0H,2024-12-28T00:00:00.000Z
728,6.2,PT0H,2024-12-29T00:00:00.000Z
729,6.1,PT0H,2024-12-30T00:00:00.000Z
